,Temperature (K),Volume (angstrom^3),C5 Number,C5 Loading
0,463.0,9709.037037037036,2.7777777777777777,2.6168803703703705
1,463.0,9709.037037037036,2.7777777777777777,2.610844074074074
2,463.0,9709.037037037036,2.7777777777777777,2.629405185185185
3,463.0,9709.037037037036,2.7777777777777777,2.6522648148148145
4,463.0,9709.037037037036,2.7777777777777777,2.6162514814814815
5,463.0,9709.037037037036,2.7777777777777777,2.6441207407407408
6,463.0,9709.037037037036,2.7777777777777777,2.6068877777777777
7,463.0,9709.037037037036,2.7777777777777777,2.6324196296296294
8,463.0,9709.037037037036,2.7777777777777777,2.6246485185185184
9,463.0,9709.037037037036,2.7777777777777777,2.623915925925926
10,463.0,9709.037037037036,2.7777777777777777,2.655321851851852
11,463.0,9709.037037037036,2.7777777777777777,2.6497800000000002
12,463.0,9709.037037037036,2.7777777777777777,2.6418474074074076
13,463.0,9709.037037037036,2.7777777777777777,2.648201851851852
14,463.0,9709.037037037036,2.7777777777777777,2.618586666666667
15,463.0,9709.037037037036,2.7777777777777777,2.6135477777777782
16,463.0,9709.037037037036,2.7777777777777777,2.6633614814814814
17,463.0,9709.037037037036,2.7777777777777777,2.624973333333333
18,463.0,9709.037037037036,2.7777777777777777,2.6463914814814813
19,463.0,9709.037037037036,2.7777777777777777,2.636027037037037
20,463.0,9709.037037037036,2.7777777777777777,2.601071851851852
21,463.0,9709.037037037036,2.7777777777777777,2.6213492592592593
22,463.0,9709.037037037036,2.7777777777777777,2.638034444444444
23,463.0,9709.037037037036,2.7777777777777777,2.590939259259259
24,463.0,9709.037037037036,2.7777777777777777,2.618697037037037
25,463.0,9709.037037037036,2.7777777777777777,2.636841851851852
26,463.0,9709.037037037036,2.7777777777777777,2.6525155555555555
27,463.0,9709.037037037036,2.7777777777777777,2.628058148148148
28,463.0,9709.037037037036,2.7777777777777777,2.657931851851852
29,463.0,9709.037037037036,2.7777777777777777,2.594428148148148
30,463.0,9709.037037037036,2.7777777777777777,2.6376955555555557
31,463.0,9709.037037037036,2.7777777777777777,2.6049214814814814
32,463.0,39768215.7037037,2.7777777777777777,0.14439437037037037
33,463.0,39768215.7037037,2.7777777777777777,0.136228
34,463.0,39768215.7037037,2.7777777777777777,0.13791866666666666
35,463.0,39768215.7037037,2.7777777777777777,0.14265929629629628
36,463.0,39768215.7037037,2.7777777777777777,0.13657759259259258
37,463.0,39768215.7037037,2.7777777777777777,0.13682355555555556
38,463.0,39768215.7037037,2.7777777777777777,0.1337484814814815
39,463.0,39768215.7037037,2.7777777777777777,0.13316459259259258
40,463.0,39768215.7037037,2.7777777777777777,0.14151333333333335
41,463.0,39768215.7037037,2.7777777777777777,0.1403972962962963
42,463.0,39768215.7037037,2.7777777777777777,0.12935603703703705
43,463.0,39768215.7037037,2.7777777777777777,0.12963629629629628
44,463.0,39768215.7037037,2.7777777777777777,0.13351137037037036
45,463.0,39768215.7037037,2.7777777777777777,0.14527833333333334
46,463.0,39768215.7037037,2.7777777777777777,0.14088003703703705
47,463.0,39768215.7037037,2.7777777777777777,0.13481025925925924
48,463.0,39768215.7037037,2.7777777777777777,0.13583985185185185
49,463.0,39768215.7037037,2.7777777777777777,0.13721644444444445
50,463.0,39768215.7037037,2.7777777777777777,0.13756918518518518
51,463.0,39768215.7037037,2.7777777777777777,0.13842503703703704
52,463.0,39768215.7037037,2.7777777777777777,0.13594148148148147
53,463.0,39768215.7037037,2.7777777777777777,0.1349911851851852
54,463.0,39768215.7037037,2.7777777777777777,0.1380809259259259
55,463.0,39768215.7037037,2.7777777777777777,0.133467
56,463.0,39768215.7037037,2.7777777777777777,0.13440544444444444
57,463.0,39768215.7037037,2.7777777777777777,0.13154033333333334
58,463.0,39768215.7037037,2.7777777777777777,0.13588725925925926
59,463.0,39768215.7037037,2.7777777777777777,0.13571037037037037
60,463.0,39768215.7037037,2.7777777777777777,0.14184196296296298
61,463.0,39768215.7037037,2.7777777777777777,0.14266033333333333
62,463.0,39768215.7037037,2.7777777777777777,0.13949611111111113
63,463.0,39768215.7037037,2.7777777777777777,0.13364437037037039
64,463.0,83399993099453.62,2.7777777777777777,0.0
65,463.0,83399993099453.62,2.7777777777777777,0.0
66,463.0,83399993099453.62,2.7777777777777777,0.0
67,463.0,83399993099453.62,2.7777777777777777,0.0
68,463.0,83399993099453.62,2.7777777777777777,1.016132962962963e-06
69,463.0,83399993099453.62,2.7777777777777777,0.0
70,463.0,83399993099453.62,2.7777777777777777,0.0
71,463.0,83399993099453.62,2.7777777777777777,0.0
72,463.0,83399993099453.62,2.7777777777777777,0.0
73,463.0,83399993099453.62,2.7777777777777777,0.0
74,463.0,83399993099453.62,2.7777777777777777,0.0
75,463.0,83399993099453.62,2.7777777777777777,0.0
76,463.0,83399993099453.62,2.7777777777777777,0.0
